191		511		0.489913		0.463557
192		512		0.525180		0.311382
193		513		0.553551		0.251402
194		514		0.492225		0.218114
195		515		0.307140		0.305111
196		516		0.584799		0.270400
197		517		0.475813		0.472007
198		518		0.520057		0.427425
199		519		0.340956		0.309354
200		520		0.589383		0.352532
201		521		0.498396		0.308739
202		522		0.311474		0.210520
203		523		0.550894		0.223215
204		524		0.488609		0.480929
205		525		0.491670		0.451267
206		526		0.555000		0.476612
207		527		0.318402		0.274907
208		528		0.490920		0.322303
209		529		0.393468		0.384450
210		530		0.315408		0.249505
211		531		0.489245		0.201623
212		532		0.434810		0.272090
213		533		0.429136		0.288616
214		534		0.506326		0.314327
215		535		0.486340		0.374373
216		536		0.408368		0.394229
217		537		0.550070		0.477131
218		538		0.502145		0.490630
219		539		0.530441		0.502529
220		540		0.320129		0.279392
221		541		0.349719		0.324476
222		542		0.556929		0.330039
223		543		0.366923		0.244206
224		544		0.314089		0.208222
225		545		0.432134		0.417279
226		546		0.551732		0.463013
227		547		0.323867		0.202259
228		548		0.463470		0.280862
229		549		0.500296		0.314693
230		550		0.373615		0.230211
231		551		0.332738		0.225920
232		552		0.582164		0.577539
233		553		0.394007		0.271124
234		554		0.501582		0.396999
235		555		0.402325		0.296177
236		556		0.596853		0.478395
237		557		0.351910		0.308549
238		558		0.475867		0.448726
239		559		0.458100		0.452408
240		560		0.560683		0.432518
241		561		0.328714		0.252891
242		562		0.368388		0.345836
243		563		0.305561		0.292973
244		564		0.373604		0.218205
245		565		0.526273		0.229775
246		566		0.494308		0.331442
247		567		0.359468		0.265073
248		568		0.594958		0.530943
249		569		0.344134		0.259490
250		570		0.306690		0.277740
251		571		0.363335		0.251674
252		572		0.474892		0.280928
253		573		0.482150		0.336557
254		574		0.354495		0.271562
255		575		0.361538		0.243416
256		576		0.530029		0.444505
257		577		0.478897		0.253305
258		578		0.514813		0.287831
259		579		0.440437		0.254755
260		580		0.499067		0.430977
261		581		0.598171		0.295488
262		582		0.396325		0.287907
263		583		0.470549		0.392080
264		584		0.429262		0.368966
265		585		0.541814		0.303556
266		586		0.417297		0.324227
267		587		0.333488		0.307113
268		588		0.446927		0.381325
269		589		0.333660		0.202102
270		590		0.338815		0.287270
271		591		0.567938		0.361075
272		592		0.486545		0.381213
273		593		0.324337		0.209466
274		594		0.572586		0.550472
275		595		0.532795		0.300139
276		596		0.338425		0.252454
277		597		0.332068		0.299781
278		598		0.599360		0.310874
279		599		0.379604		0.343561
280		600		0.358626		0.251682
281		601		0.424686		0.423902
282		602		0.304404		0.299053
283		603		0.414764		0.383641
284		604		0.362301		0.359836
285		605		0.518594		0.214291
286		606		0.378696		0.333580
287		607		0.439546		0.354768
288		608		0.447198		0.313701
289		609		0.591844		0.393034
290		610		0.363393		0.253345
291		611		0.450244		0.354632
292		612		0.508378		0.467276
293		613		0.546493		0.275381
294		614		0.468908		0.418653
295		615		0.505258		0.453446
296		616		0.499689		0.283455
297		617		0.407753		0.219812
298		618		0.510007		0.435519
299		619		0.342725		0.261682
300		620		0.565851		0.417237
301		621		0.383562		0.345365
302		622		0.520940		0.387049
303		623		0.312885		0.204408
304		624		0.308862		0.280841
305		625		0.401445		0.260329
306		626		0.356747		0.265533
307		627		0.573130		0.271828
308		628		0.475298		0.413792
309		629		0.562366		0.218786
310		630		0.357759		0.254649
311		631		0.315514		0.235450
312		632		0.326128		0.221976
313		633		0.463806		0.294623
314		634		0.497259		0.458451
315		635		0.548772		0.212568
316		636		0.348388		0.217616
317		637		0.380889		0.225646
318		638		0.379134		0.305307
319		639		0.534753		0.424853
320		640		0.373372		0.365841
321		641		0.354610		0.293289
322		642		0.592975		0.202370
323		643		0.373299		0.276846
324		644		0.530188		0.256092
325		645		0.540610		0.399669
326		646		0.595397		0.346587
327		647		0.460168		0.249618
328		648		0.474418		0.258115
329		649		0.318747		0.206270
330		650		0.575819		0.481108
331		651		0.482625		0.256615
332		652		0.525248		0.373150
333		653		0.320390		0.265623
334		654		0.517903		0.362440
335		655		0.484073		0.341055
336		656		0.344777		0.311316
337		657		0.318701		0.243506
338		658		0.427392		0.368842
339		659		0.480499		0.323374
340		660		0.347397		0.325390
341		661		0.549397		0.509652
342		662		0.489536		0.212514
343		663		0.596185		0.472841
344		664		0.393907		0.327468
345		665		0.427755		0.248348
346		666		0.441909		0.205519
347		667		0.549777		0.296695
348		668		0.323574		0.226318
349		669		0.585011		0.528139
350		670		0.454836		0.326087
351		671		0.307635		0.242900
352		672		0.350637		0.285924
353		673		0.567719		0.258482
354		674		0.435486		0.234962
355		675		0.469695		0.287697
356		676		0.438451		0.367007
357		677		0.486756		0.395286
358		678		0.594660		0.386839
359		679		0.421373		0.344960
360		680		0.464554		0.265562
361		681		0.345002		0.211101
362		682		0.429809		0.217249
363		683		0.522016		0.313188
364		684		0.387178		0.248541
365		685		0.340004		0.210404
366		686		0.546663		0.216208
367		687		0.337579		0.253928
368		688		0.424761		0.394877
369		689		0.442588		0.305373
370		690		0.318311		0.219287
371		691		0.490929		0.267369
372		692		0.472295		0.314093
373		693		0.470796		0.270105
374		694		0.453275		0.384517
375		695		0.578665		0.210453
376		696		0.534820		0.308984
377		697		0.433162		0.423839
378		698		0.446296		0.333441
379		699		0.433730		0.230243
380		700		0.326701		0.322333
381		701		0.397785		0.322613
382		702		0.411498		0.319716
383		703		0.387045		0.247090
384		704		0.530260		0.432293
385		705		0.351102		0.343648
386		706		0.334233		0.299850
387		707		0.569155		0.419553
388		708		0.433938		0.245126
389		709		0.563598		0.435428
390		710		0.458466		0.264878
391		711		0.555110		0.338252
392		712		0.503234		0.423278
393		713		0.424418		0.339070
394		714		0.376544		0.232364
395		715		0.599022		0.441503
396		716		0.356604		0.241013
397		717		0.370006		0.235093
398		718		0.592781		0.394710
399		719		0.561495		0.454349
400		720		0.505602		0.290826
401		721		0.579704		0.221653
402		722		0.531696		0.289927
403		723		0.351014		0.320223
404		724		0.374710		0.329225
405		725		0.587465		0.352809
406		726		0.561173		0.353533
407		727		0.340592		0.211668
408		728		0.315682		0.230079
409		729		0.478136		0.417301
410		730		0.540031		0.244507
411		731		0.304491		0.271224
412		732		0.368323		0.285676
413		733		0.561427		0.237726
414		734		0.442166		0.279680
415		735		0.373123		0.307210
416		736		0.599848		0.239883
417		737		0.367501		0.333910
418		738		0.591100		0.476608
419		739		0.552912		0.264430
420		740		0.515564		0.265630
421		741		0.320658		0.289961
422		742		0.449187		0.351188
423		743		0.333741		0.313570
424		744		0.537293		0.516739
425		745		0.420610		0.364156
426		746		0.476993		0.476000
427		747		0.411446		0.202086
428		748		0.472113		0.230626
429		749		0.487046		0.358289
430		750		0.443160		0.424842
431		751		0.540168		0.315540
432		752		0.450688		0.443532
433		753		0.373026		0.346777
434		754		0.552531		0.312751
435		755		0.369835		0.248624
436		756		0.417241		0.414480
437		757		0.387743		0.275915
438		758		0.483280		0.309222
439		759		0.354515		0.325411
440		760		0.552991		0.326937
441		761		0.385907		0.365190
442		762		0.453207		0.403787
443		763		0.510966		0.320099
444		764		0.460016		0.255838
445		765		0.480996		0.273062
446		766		0.428957		0.378958
447		767		0.554559		0.385653
448		768		0.485453		0.386842
449		769		0.398507		0.296242
450		770		0.599037		0.489077
451		771		0.506630		0.479530
452		772		0.473612		0.264790
453		773		0.509822		0.442033
454		774		0.326152		0.249174
455		775		0.400987		0.285515
456		776		0.354045		0.321655
457		777		0.442097		0.243681
458		778		0.597843		0.271430
459		779		0.482472		0.340532
460		780		0.519317		0.273330
461		781		0.576941		0.418085
462		782		0.405587		0.261839
463		783		0.530990		0.301684
464		784		0.319445		0.240191
465		785		0.535664		0.476255
466		786		0.314991		0.200799
467		787		0.592420		0.361253
468		788		0.322534		0.303877
