1	851	0.002158069
2	851	0.007775435
3	851	0.001945953
4	851	0.00107633
5	851	0.004362756
6	851	0.002158069
7	851	0.005365355
8	851	0.001757793
9	851	0.002948838
10	851	0.00067843
11	851	0.001114523
12	851	0.00107633
13	851	0.002190853
14	851	0.00040574
15	851	0.00107633
16	851	0.00107633
17	851	0.005536963
18	851	0.00220472
19	851	0.001081739
20	851	0.000727589
21	851	0.001081739
22	851	0.001081739
23	851	0.001757149
24	851	0.000970001
25	851	0.002152659
26	851	0.001164438
27	851	0.00115724
28	851	0.00107633
29	851	0.002236737
30	851	0.001081739
31	851	0.00107633
32	851	0.00107633
33	851	0.00107633
34	851	0.00107633
35	851	8.26983E-05
36	851	0.000614355
37	851	0.000442233
38	851	0.001263502
1	852	0.001825889
2	852	0.006578605
3	852	0.001646423
4	852	0.000910656
5	852	0.003691221
6	852	0.001825889
7	852	0.004539495
8	852	0.001487225
9	852	0.00249494
10	852	0.000574003
11	852	0.000942971
12	852	0.000910656
13	852	0.001853627
14	852	0.000343287
15	852	0.000910656
16	852	0.000910656
17	852	0.004684689
18	852	0.00186536
19	852	0.000915233
20	852	0.000615595
21	852	0.000915233
22	852	0.000915233
23	852	0.001486681
24	852	0.000820694
25	852	0.001821312
26	852	0.000985202
27	852	0.000979112
28	852	0.000910656
29	852	0.001892448
30	852	0.000915233
31	852	0.000910656
32	852	0.000910656
33	852	0.000910656
34	852	0.000910656
35	852	0.000069969
36	852	0.000519791
37	852	0.000374163
38	852	0.001069018
1	853	0.002553102
2	853	0.009198723
3	853	0.002302158
4	853	0.001273351
5	853	0.005161356
6	853	0.002553102
7	853	0.006347479
8	853	0.002079555
9	853	0.003488621
10	853	0.000802616
11	853	0.001318536
12	853	0.001273351
13	853	0.002591887
14	853	0.000480011
15	853	0.001273351
16	853	0.001273351
17	853	0.006550501
18	853	0.002608293
19	853	0.001279751
20	853	0.000860773
21	853	0.001279751
22	853	0.001279751
23	853	0.002078794
24	853	0.001147559
25	853	0.002546702
26	853	0.001377587
27	853	0.001369072
28	853	0.001273351
29	853	0.00264617
30	853	0.001279751
31	853	0.001273351
32	853	0.001273351
33	853	0.001273351
34	853	0.001273351
35	853	9.78361E-05
36	853	0.000726813
37	853	0.000523184
38	853	0.001494785
1	854	0.003352137
2	854	0.012077613
3	854	0.003022657
4	854	0.001671867
5	854	0.006776686
6	854	0.003352137
7	854	0.008334026
8	854	0.002730386
9	854	0.004580441
10	854	0.001053807
11	854	0.001731193
12	854	0.001671867
13	854	0.00340306
14	854	0.000630238
15	854	0.001671867
16	854	0.001671867
17	854	0.008600587
18	854	0.0034246
19	854	0.00168027
20	854	0.001130167
21	854	0.00168027
22	854	0.00168027
23	854	0.002729386
24	854	0.001506707
25	854	0.003343734
26	854	0.001808726
27	854	0.001797545
28	854	0.001671867
29	854	0.003474332
30	854	0.00168027
31	854	0.001671867
32	854	0.001671867
33	854	0.001671867
34	854	0.001671867
35	854	0.000128456
36	854	0.000954281
37	854	0.000686922
38	854	0.001962603
1	855	0.00169234
2	855	0.006097432
3	855	0.001526
4	855	0.000844049
5	855	0.003421237
6	855	0.00169234
7	855	0.004207467
8	855	0.001378446
9	855	0.002312454
10	855	0.000532019
11	855	0.000874
12	855	0.000844049
13	855	0.001718049
14	855	0.000318178
15	855	0.000844049
16	855	0.000844049
17	855	0.004342041
18	855	0.001728923
19	855	0.000848291
20	855	0.000570569
21	855	0.000848291
22	855	0.000848291
23	855	0.001377942
24	855	0.000760667
25	855	0.001688097
26	855	0.000913142
27	855	0.000907498
28	855	0.000844049
29	855	0.00175403
30	855	0.000848291
31	855	0.000844049
32	855	0.000844049
33	855	0.000844049
34	855	0.000844049
35	855	6.48513E-05
36	855	0.000481772
37	855	0.000346796
38	855	0.000990828
1	856	0.003352137
2	856	0.012077613
3	856	0.003022657
4	856	0.001671867
5	856	0.006776686
6	856	0.003352137
7	856	0.008334026
8	856	0.002730386
9	856	0.004580441
10	856	0.001053807
11	856	0.001731193
12	856	0.001671867
13	856	0.00340306
14	856	0.000630238
15	856	0.001671867
16	856	0.001671867
17	856	0.008600587
18	856	0.0034246
19	856	0.00168027
20	856	0.001130167
21	856	0.00168027
22	856	0.00168027
23	856	0.002729386
24	856	0.001506707
25	856	0.003343734
26	856	0.001808726
27	856	0.001797545
28	856	0.001671867
29	856	0.003474332
30	856	0.00168027
31	856	0.001671867
32	856	0.001671867
33	856	0.001671867
34	856	0.001671867
35	856	0.000128456
36	856	0.000954281
37	856	0.000686922
38	856	0.001962603
1	857	0.000721602
2	857	0.002599902
3	857	0.000650676
4	857	0.000359897
5	857	0.001458792
6	857	0.000721602
7	857	0.001794034
8	857	0.00058776
9	857	0.000986014
10	857	0.000226849
11	857	0.000372667
12	857	0.000359897
13	857	0.000732564
14	857	0.000135669
15	857	0.000359897
16	857	0.000359897
17	857	0.001851416
18	857	0.000737201
19	857	0.000361705
20	857	0.000243287
21	857	0.000361705
22	857	0.000361705
23	857	0.000587545
24	857	0.000324343
25	857	0.000719793
26	857	0.000389358
27	857	0.000386951
28	857	0.000359897
29	857	0.000747906
30	857	0.000361705
31	857	0.000359897
32	857	0.000359897
33	857	0.000359897
34	857	0.000359897
35	857	2.76521E-05
36	857	0.000205424
37	857	0.000147871
38	857	0.000422482
1	858	0.003030052
2	858	0.010917156
3	858	0.00273223
4	858	0.001511228
5	858	0.00612556
6	858	0.003030052
7	858	0.007533265
8	858	0.002468041
9	858	0.004140337
10	858	0.000952554
11	858	0.001564854
12	858	0.001511228
13	858	0.003076083
14	858	0.000569682
15	858	0.001511228
16	858	0.001511228
17	858	0.007774214
18	858	0.003095553
19	858	0.001518824
20	858	0.001021576
21	858	0.001518824
22	858	0.001518824
23	858	0.002467138
24	858	0.001361938
25	858	0.003022457
26	858	0.001634937
27	858	0.001624831
28	858	0.001511228
29	858	0.003140506
30	858	0.001518824
31	858	0.001511228
32	858	0.001511228
33	858	0.001511228
34	858	0.001511228
35	858	0.000116113
36	858	0.00086259
37	858	0.000620921
38	858	0.001774029
1	859	0.003055863
2	859	0.011010152
3	859	0.002755504
4	859	0.001524101
5	859	0.006177739
6	859	0.003055863
7	859	0.007597436
8	859	0.002489065
9	859	0.004175606
10	859	0.000960668
11	859	0.001578184
12	859	0.001524101
13	859	0.003102286
14	859	0.000574535
15	859	0.001524101
16	859	0.001524101
17	859	0.007840437
18	859	0.003121922
19	859	0.001531762
20	859	0.001030279
21	859	0.001531762
22	859	0.001531762
23	859	0.002488154
24	859	0.001373539
25	859	0.003048203
26	859	0.001648864
27	859	0.001638672
28	859	0.001524101
29	859	0.003167258
30	859	0.001531762
31	859	0.001524101
32	859	0.001524101
33	859	0.001524101
34	859	0.001524101
35	859	0.000117102
36	859	0.000869938
37	859	0.00062621
38	859	0.001789141
1	860	0.002777548
2	860	0.010007393
3	860	0.002504544
4	860	0.001385293
5	860	0.005615096
6	860	0.002777548
7	860	0.006905493
8	860	0.002262371
9	860	0.003795309
10	860	0.000873175
11	860	0.00143445
12	860	0.001385293
13	860	0.002819742
14	860	0.000522209
15	860	0.001385293
16	860	0.001385293
17	860	0.007126363
18	860	0.00283759
19	860	0.001392255
20	860	0.000936445
21	860	0.001392255
22	860	0.001392255
23	860	0.002261543
24	860	0.001248443
25	860	0.002770585
26	860	0.001498692
27	860	0.001489429
28	860	0.001385293
29	860	0.002878798
30	860	0.001392255
31	860	0.001385293
32	860	0.001385293
33	860	0.001385293
34	860	0.001385293
35	860	0.000106437
36	860	0.000790708
37	860	0.000569177
38	860	0.001626194
1	861	0.003576583
2	861	0.012886283
3	861	0.003225042
4	861	0.001783809
5	861	0.007230427
6	861	0.003576583
7	861	0.00889204
8	861	0.002913202
9	861	0.00488713
10	861	0.001124366
11	861	0.001847107
12	861	0.001783809
13	861	0.003630916
14	861	0.000672436
15	861	0.001783809
16	861	0.001783809
17	861	0.009176449
18	861	0.003653898
19	861	0.001792774
20	861	0.001205838
21	861	0.001792774
22	861	0.001792774
23	861	0.002912136
24	861	0.00160759
25	861	0.003567617
26	861	0.001929831
27	861	0.001917902
28	861	0.001783809
29	861	0.00370696
30	861	0.001792774
31	861	0.001783809
32	861	0.001783809
33	861	0.001783809
34	861	0.001783809
35	861	0.000137056
36	861	0.001018176
37	861	0.000732916
38	861	0.002094011
1	862	0.00402548
2	862	0.014503642
3	862	0.003629817
4	862	0.002007695
5	862	0.008137918
6	862	0.00402548
7	862	0.010008081
8	862	0.003278838
9	862	0.005500514
10	862	0.001265486
11	862	0.002078938
12	862	0.002007695
13	862	0.004086632
14	862	0.000756833
15	862	0.002007695
16	862	0.002007695
17	862	0.010328185
18	862	0.004112499
19	862	0.002017786
20	862	0.001357183
21	862	0.002017786
22	862	0.002017786
23	862	0.003277638
24	862	0.001809359
25	862	0.004015389
26	862	0.002172044
27	862	0.002158618
28	862	0.002007695
29	862	0.00417222
30	862	0.002017786
31	862	0.002007695
32	862	0.002007695
33	862	0.002007695
34	862	0.002007695
35	862	0.000154258
36	862	0.001145967
37	862	0.000824904
38	862	0.002356831
